contratacao,status_contratacao,unidade,objeto,fornecedor,cpf_cnpj,valor_estimado,valor_empenhado,valor_liquidado,valor_pago
2023004177,Ativo,SEEDUC - SECRETARIA DE ESTADO DE EDUCAÇÃO,O presente Termo de Referência tem por objeto a inscrição e custeio dos servidores mencionados junto à Correspondência Interna NA 55 e demais que demonstrarem interesse junto ao 10 Contratos Week Semana Nacional de Estudos Avançados em Contratos Administrativos,INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMINISTRACAO PUBLICA - INP - LTDA,10.498.974/0002-81,45000,45000,,
2023004178,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA,44.734.671/0001-51,959.76,959.76,,
2023004179,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,SICAFLA COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,03.828.079/0001-31,58989.15,58989.15,,
2023004180,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,CROMO COMERCIO E DISTRIBUICAO DE MATERIAIS ODONTO-MEDICO HOSPITALARES LTDA.,30.584.194/0001-80,38262.6,38262.6,38259,38259
2023004181,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,2025,2025,,
2023004182,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,EP SUPRIMENTOS LTDA,34.144.836/0001-81,198983.91,198983.91,198983.91,198983.91
2023004183,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,EXCELENCIA DO SABER DISTRIBUIDORA EDUCACIONAL LTDA,17.211.630/0001-08,45720,45720,45171.36,45171.36
2023004184,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,37934,37934,,
2023004186,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,MEDBOX DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR EIRELI,37.141.903/0001-00,639.68,639.68,,
2023004187,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,RALIC COMERCIO E DISTRIBUICAO LTDA,24.602.657/0001-97,19090.8,19090.8,10494,10494
2023004188,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,BIOMEDICAL PRODUTOS CIENTIFICOS MEDICOS E HOSPITALARES S A,19.848.316/0001-66,97844,97844,21594,
2023004189,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,BIONEFRO COMÉRCIO DE MATERIAL HOSPITALAR LTDA ME,00.683.826/0001-00,2307.5,2307.5,2307.5,2307.5
2023004190,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,425688475,42568.85,19468.84,19236.52
2023004191,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,198664.65,198664.65,197468.58,197468.58
2023004192,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,GAMA MED 13 COMERCIO E SERVIÇOS EIRELI,04.981.484/0001-58,34226.5,34226.5,34226.5,34226.5
2023004193,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,HUNTER CIENTIFICA COMERCIAL E SERVIÇOS LTDA,00.304.559/0001-05,11960,11960,11960,11960
2023004194,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA - FILIAL,44.734.671/0022-86,73164,54873,,
2023004195,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,227401,165544.25,52682.75,52682.75
2023004196,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,MEDFUTURA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS DE SAÚDE LTDA,17.700.763/0001-48,55131,33558,21573,2397
2023004197,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,MEDICAL SUTURE COMERCIO DE MATERIAL HOSPITALAR LTDA,02.376.490/0001-50,168830.06,168830.06,168830.06,168830.06
2023004198,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,774.99,387.5,387.5,387.5
2023004496,Ativo,SEELJE - SEC DE EST  ESPORTE/ LAZER E JUVENTUDE,Contratação de Empresa Especialiada na Prestação de Serviços de Dedetiação o que compreende um processo de eliminação de pragas urbanas baratas e formigas através de execução e procedimentos na Sede da Secretaria de Estado de Esporte e Laer SEEL,AL DURANGE DA SILVA IMUNIZACAO,39.252.232/0001-72,3000,1500,750,750
2023004497,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO NA ASSISTÊNCIA MULTIDISCIPLINAR A SAÚDE DE PESSOAS COM DEFICIÊNCIA,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NITERÓI,30.131.205/0001-77,34100,15000,,
2023004498,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Contratar serviços de saúde na área multidisciplinar para todos os usuários de FUSPOM da SEPM,ENCANTE ESPAÇO MULTIDISCIPLINAR E REABILITAÇÃO LTDA,43.017.498/0001-08,34100,34100,,
2023004499,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,NSA DISTRIBUIDORA DE MEDICAMENTOS EIRELLI,34.729.047/0001-02,155990,155990,,
2023004500,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,SERINGA HIPODERMICA PADRONIZADAMATERIAL POLIPROPILENO TRANSPARENTE ESTERIL TIPO BICO CENTRAL LUER SLIP CAPACIDADE 20 ML GRADUACAO MAXIMA NUMERADA NORMAS ABNT EMBOLO ROLHA EM BORRACHA SILICONIZADO LUBRIFICADO LIVRE DE LATEX AGULHA SEM MATERIAL PONTA SEM,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,441,441,,
2023004501,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,ACACIA COMERCIO DE MEDICAMENTOS LTDA,03.945.035/0001-91,444.6,444.6,,
2023004502,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,3060,3060,3060,3060
2023004503,Ativo,EMOP - EMPRESA DE OBRAS PÚBLICAS DO ESTADO DO RJ,O presente processo objetiva a aquisição depapel para reprografia formato a4 dimensão l x c 210 x 297 mmatravés de Registro de preços visando atender as demandas doPRODERJ e demais órgãos da Administração pública12 A escolha daaquisição sob SRP viabilia um melhor preço para a AdministraçãoPública podendo ser adquirido em partes ou na totalidade da ataconforme atual necessidade de cada solicitação ou demanda,GLOBO COMERCIO DE INFORMATICA EIRELI,31.588.978/0001-40,38000,38000,,
2023004504,Ativo,SEEDUC - SECRETARIA DE ESTADO DE EDUCAÇÃO, Tratase de solicitação de contratação no sistema SIGA e emissão de requisição de serviços das despesas referente ao fornecimento de água e tratamento de esgoto pela SAAE SERVICO AUTONOMO DE AGUA E ESGOTO BOM JESUS DE ITABAPOANA para a Unidade Escolar da SEEDUC no ano de 2023,SERVICO AUTONOMO DE AGUA E ESGOTO,02.174.161/0001-27,1454.4,0,,
2023004506,Ativo,FDRM-RJ - Fundo de Desenv. da Região Metropolitana do RJ,é a contratação de serviços de assessoria técnica ao Instituto Rio Metrópole (IRM)/ a fim de exercer as atividades de gerência e operação do Centro de Controle e Operação Provisório do Sistema de Fornecimento de Água (SFA)/ considerando a complementação do pessoal e das atividades fornecidas diretamente pela CEDAE e concessionárias dos serviços/ abrangendo o apoio dos serviços de técnicos de engenharia e afins/ apoio para a definição do projeto de serviços e sistemas computacionais/ estrutura física de apoio complementar/ especificações e dimensionamentos apontados no Termo de Referência (TR).,T.C.R.E. ENGENHARIA LTDA,67.987.198/0001-10,10327466.58,2065933.2,1549119.89,1508842.77
2023004507,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de Sistema fechado aspiração traqueal 14,CEI COMERCIO EXPORTACAO E IMPORTACAO DE MATERIAIS MEDICOS LTDA,40.175.705/0001-64,17595,17595,,
2023004508,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Contratação de empresa especializada em obras e serviços de engenharia/ para construção de um alojamento externo/guarita de segurança com banheiro. ,SINTRA CONSTRUÇÕES E EMPREENDIMENTOS IMOBILIÁRIOS EIRELI.,05.379.371/0001-40,56176.19,56176.19,14627.29,14627.29
2023004509,Em Aberto,SEPM - Secretaria de Estado de Polícia Militar,AQUISIÇÃO DE MONITOR FETAL CARDIOTOCÓGRAFO,COMÉRCIO DE MATERIAIS MÉDICOS HOSPITALARES MACROSUL LTDA,95.433.397/0001-11,41700,41700,41700,41700
2023004510,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,NUTRIMIX COMERCIAL LTDA,12.409.711/0001-01,54099.25,54099.25,18225,18225
2023004511,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,PROCARE COMÉRCIO DE PRODUTOS HOSPITALARES LTDA.,05.050.260/0001-95,164954.9,164954.9,,
2023004512,Em Aberto,SEPM - Secretaria de Estado de Polícia Militar,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA/ COM SUBSTITUIÇÃO DE PEÇAS E ACESSÓRIOS QUANDO NECESSÁRIAS NOS EQUIPAMENTOS DE LAVADORA TERMODESINFECTADORA DA MARCA CISABRASILE,DOCTORS SERVICE EQUIPAMENTOS E SERVICOS HOSPITALARES LTDA,29.188.762/0001-45,67300,67300,14020.85,11216.68
2023004513,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,SAMTRONIC INDUSTRIA E COMERCIO LTDA,58.426.628/0001-33,283416,283416,94500,94500
2023004514,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,SUPPORT PRODUTOS NUTRICIONAIS LTDA,01.107.391/0012-63,129022.51,129022.51,,
2023004515,Em Aberto,FACI - FUNDO DE APRIMORAMENTO CONTROLE INTERNO,Inscrição dos servidores Barbara Cristina Fernandes Bento ID 5015473 e Jorge Nei Mancini dos Santos ID 50059092 no curso de Auditoria Financeira Aplicada ao Setor Público que será realiado pela MMP Cursos no períodode 19062023 a 23062023 das 8h às 13h,MMP CURSOS CAPACITAÇÃO E TRTEINAMENTO LTDA.,14.087.594/0001-24,3780,3780,,
2023004516,Encerrado,LOTERJ - LOTERIA DO ESTADO DO RIO DE JANEIRO     ,Contratação de empresa especialiada em confecção de itens com identidade visual para atender demanda da Loteria do Estado do Rio de Janeiro LOTERJ,SANTA CLARA BRINDES LTDA,33.137.107/0001-35,2318.4,2318.4,2318.4,2318.4
2023004517,Cancelado,LOTERJ - LOTERIA DO ESTADO DO RIO DE JANEIRO     ,Contratação de empresa especialiada em confecção de itens com identidade visual para atender demanda da Loteria do Estado do Rio de Janeiro LOTERJ,GRÁFICA E EDITORA JEP LTDA,27.252.147/0001-25,8510,0,,
2023004518,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,RIO TERUMED COMÉRCIO DE MATERIAL CIRÚRGICO LTDA,07.171.033/0001-43,30000,30000,,
2023004519,Aguard. Liberação,UENF - Univ Est do Norte Fluminense Darcy Rib,Inscrição e execução de despesa de Curso,SUPREME CAPACITAÇÃO E TREINAMENTO LTDA,34.370.234/0001-42,1640,1640,1640,1640
2023004520,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),36.325.157/0001-34,2150,2150,,
2023004521,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA,44.734.671/0001-51,1016,1016,1016,1016
2023004522,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ESPÍRITO SANTO DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI-ME,28.911.309/0001-52,15051.94,15051.94,15051.94,15051.94
2023004524,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,JRG DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES LTDA -,04.380.569/0001-80,52003,52003,52003,52003
2023004525,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,MODENA PRODUTOS E SOLUCOES PARA SAUDE LTDA,37.174.625/0002-60,73500,73500,,
2023004526,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,09.944.371/0001-04,25006.72,25006.72,24706.64,24706.64
2023004527,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,EXCELENCIA DO SABER DISTRIBUIDORA EDUCACIONAL LTDA,17.211.630/0001-08,205.8,205.8,,
2023004528,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,RIO TERUMED COMÉRCIO DE MATERIAL CIRÚRGICO LTDA,07.171.033/0001-43,2860,2860,2860,2860
2023004529,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,EXTRACOR COMERCIO E REPRESENTACOES DE MATERIAL HOSPITALAR LTDA,01.328.114/0001-28,192465.2,192465.2,,
2023004530,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,EP SUPRIMENTOS LTDA,34.144.836/0001-81,30600,30600,30600,30600
2023004531,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,DLW COMERCIAL DISTRIBUIDORA LTDA,45.992.528/0001-22,57383235,57383.24,57383.24,57383.24
2023004532,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,3696,3696,,
2023004533,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,MARCK SERVIÇOS E DISTRIBUIÇÃO DE EQUIPAMENTOS DE SEGURANÇA EIRELI,37.119.089/0001-10,24219.06,24219.06,24219.06,24219.06
2023004534,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,PETINELI IMPORTADORA E DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR LTDA - ME,74.913.278/0001-96,12831,12831,12831,12831
2023004535,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,SEROPLAST INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES EIRELLI,23.596.733/0001-36,58089.65,58089.65,,
2023004537,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,AQUISIÇÃO DE INSUMOS POR MEIO DE ATA SRP N179 2022 E DA FUNDAÇÃO SAÚDE DO ESTADO DO RIO DE JANEIRO FSERJ,MARES SERVIÇOS E COMÉRCIO DE EQUIPAMENTOS EIRELI,19.061.289/0001-87,1740,1740,1740,1740
2023004538,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,AQUISIÇÃO DE INSUMOS POR MEIO DE ATA SRP N020 2023 H DA FUNDAÇÃO SAÚDE DO ESTADO DO RIO DE JANEIRO FSERJ,BIONEFRO COMÉRCIO DE MATERIAL HOSPITALAR LTDA ME,00.683.826/0001-00,497,497,,
2023004539,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,AQUISIÇÃO DE KIT NEBULIZAÇÃO POR MEIO DA ATA SRP 0179202229420006 FSERJ,EP SUPRIMENTOS LTDA,34.144.836/0001-81,522.4,,,
2023004540,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição Estimulador Medular,BOSTON SCIENTIFIC DO BRASIL LTDA.,01.513.946/0001-14,310000,900,,
2023004541,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,AQUISIÇÃO DE INSUMOS POR MEIO DE ATA SRP N179 2022 C DA FUNDAÇÃO SAÚDE DO ESTADO DO RIO DE JANEIRO FSERJ,BRASIL MED CARE IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO E DISTRIBUIÇÃO LTDA,17.152.616/0001-80,2158,2158,2158,2158
2023004542,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Aquisição de medicamento tenoxicam 20mg,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,23184,23184,23184,23184
2023004543,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS, AQUISIÇÃO DE MEDICAMENTO NOREPINEFRINA HEMITARTARATO FORMA FARMACEUTICA SOLUCAO INJETAVEL,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,748,748,748,748
2023004544,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,2 LANCETA DESCARTAVELMATERIAL PONTA ACO INOX MATERIAL CORPO PLASTICO RIGIDO ESTERIL APLICACAO COLETA DE SANGUE CAPILAR DISPENSA O USO DO LANCETADOR FORNECIMENTO NACX C 100 UNIDADES,MEDLEVENSOHN COMÉRCIO E REPRESENTAÇÕES DE PRODUTOS HOSPITALARES LTDA,05.343.029/0001-90,2985.4,2985.4,2985.4,2985.4
2023004545,Ativo,CEHAB - COMPANHIA ESTADUAL DE HABITAÇÃO DO RJ,Locação de licenças do Software AutoCad 2023 para desenvolvimento de Projetos de Engenharia período de 12 doe mesesTreinamentos dos Técnicos,MAPDATA TECNOLOGIA/ INFORMATICA E COMERCIO LTDA,66.582.784/0001-11,220700,36783.32,,
2023004546,Ativo,SUDERJ - SUPERINTENDÊNCIA DE DESPORTOS DO ESTADO DO RJ,Aquisição de material para torneio das Vilas Olimpicas,L. F. L. MOREIRA - COMERCIO E SERVIÇOS - EPP,17.003.370/0001-85,16888.1,16888.1,16888.1,16888.1
2023004547,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,ATENDER A DEMANDA DO PROCESSO SEI2600070246412023,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,840,840,840,840
2023004548,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,ATENDER A DEMANDA DO PROCESSO SEI2600070246412023,R2  S ABRAHÃO COMÉRCIO E SERVIÇOS LTDA,29.843.853/0001-77,7417.5,7417.5,,
2023004549,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,Constitui objeto deste termo de referência a contratação de serviços especialiados de apresentação artística para o projeto FIM DE TARDE A escolha do executor dos serviços recai sobre o artista brasileiro BUCHECHA renomado e consagrado pela crítica especialiada e opinião pública,A3B EMPREENDIMENTOS ARTISITICOS LTDA,20.675.201/0001-04,60000,60000,60000,60000
2023004550,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Aquisição de compressa de gae não estéril,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,6720,6720,6671.91,6671.91
2023004551,Ativo,SEFAZ - SECRETARIA DE ESTADO DE FAZENDA,Tratase da contratação de empresa especialiada em higieniação dos reservatórios de água e análise bacteriológica da amostra de água nos termos do parágrafo único art 1 Lei 10520 na modalidade de Pregão em sua forma eletrônica pata atender a Secretaria de Estado de Faenda pelo período de 36 trinta e seis meses/Tratase da contratação de empresa especialiada em higieniação dos reservatórios de água e análise bacteriológica da amostra de água nos termos do parágrafo único art 1 Lei 10520 na modalidade de Pregão em sua forma eletrônica pata atender a Secretaria de Estado de Faenda pelo período de 36 trinta e seis meses/Tratase da contratação de empresa especialiada em higieniação dos reservatórios de água e análise bacteriológica da amostra de água nos termos do parágrafo único art 1 Lei 10520 na modalidade de Pregão em sua forma eletrônica pata atender a Secretaria de Estado de Faenda pelo período de 36 trinta e seis meses/Tratase da contratação de empresa especialiada em higieniação dos reservatórios de água e análise bacteriológica da amostra de água nos termos do parágrafo único art 1 Lei 10520 na modalidade de Pregão em sua forma eletrônica pata atender a Secretaria de Estado de Faenda pelo período de 36 trinta e seis meses,GALÁCTICO INSTALAÇÃO/ CONSERVAÇÃOB E MANUTENÇÃO EM GERAL LTDA,10.564.473/0001-75,97465679,18951.66,,
2023004552,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Aquisição de Mola Dorma BTS84 para porta de vidro do DECONT,AJV PAPELARIA E BAZAR EIRELI ME,20.431.975/0001-81,1210,1210,1210,1210
2023004553,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,GUARAILHA DISTRIBUIDORA DE ALIMENTOS LTDA EPP,10.910.334/0001-56,7911.36,7911.36,,
2023004554,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,JANSSEN CILAG FARMACEUTICA LTDA,51.780.468/0002-68,503316,503316,,
2023004555,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de instrumentais para exames histeroscópicos para o Hospital Universitário Pedro Ernesto,ARTE IMPLANTES MATERIAIS CIRÚRGICOS EIRELI,23.651.234/0001-02,72999,72999,,
2023004556,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de instrumentais para exames histeroscópicos para o Hospital Universitário Pedro Ernesto,ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA ME,08.697.852/0001-91,6897,6897,6897,6897
2023004619,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Atender às demandas dos usuários FUSPOM no interior do estado ,CENTRO RADIOLÓGICO DE NOVA FRIBURGO LTDA.,30.547.509/0002-09,400000,200000,,
2023004620,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Suprir demandas de saúde dos usuários FUSPOM do interior do estado ,ILAGOS DIAGNOSTICOS POR IMAGEM LTDA,07.291.841/0001-44,1000000,500000,,
2023004621,Ativo,FMIS - FUNDAÇÃO MUSEU DA IMAGEM E DO SOM,Prestação de serviço de transporte remunerado privado individual de servidores a fim de atender às necessidades da Fundação Museu da Imagem e do Som do Rio de Janeiro FMISRJ,CTX CONSULTORIA/ GESTÃO EM TRANSPORTE LTDA,45.024.173/0001-88,12000,6000,1958.2,1958.2
2023004622,Ativo,FDRM-RJ - Fundo de Desenv. da Região Metropolitana do RJ,Contratação de empresa especialiada no fornecimento de atos de publicação no Diário Oficial do Estado do Rio de Janeiro RJ,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,28.542.017/0001-90,50000,51211.76,21407.75,21407.75
2023004623,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,COLOPLAST DO BRASIL LTDA,02.794.555/0001-88,2903656.8,2903656.8,,
2023004624,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,FAITHCARE MEDICAL LTDA ME,31.651.640/0001-95,2045160,2045160,1136309.25,1136309.25
